""	"LABNR"	"SITE"	"LATITUDE"	"LONGITUDE"	"CALAGE"	"REFERENCE"	"MAINCOLOR"
"4489"	"Beta-103864"	"Le Petites Bâties"	44.27	4.69	6690	"Manen 2003"	"#FFF500"
"6573"	"Hv-14733"	"Ulm-Eggingen"	48.3634	9.879	6690	"Dombek 1989, 408, Tab. 179, 410ff"	"#FFF500"
"7571"	"Bln-510"	"Polgár-Csőszhalom"	47.8667	21.1167	6690	"Quitta 1969"	"#FFF500"
"7603"	"Deb-2498"	"Polgár-Csőszhalom"	47.8667	21.1167	6690	"Raczky 2010"	"#FFF500"
"7639"	"Deb-3306"	"Polgár-Csőszhalom"	47.8667	21.1167	6690	"Raczky 2010"	"#FFF500"
"7713"	"Z-2007"	"Tape-Lebö-A"	46.2461	20.3129	6690	"Yerkes 2009"	"#FFF500"
"10254"	"UtC-4616"	"Almere-\"Hoge Vaart\""	52.4445	5.4979	6690	"Peeters 2007"	"#FFF500"
"11474"	"Bln-332"	"Cascioarele"	44.1259	26.4697	6690	"Laszlo 1997"	"#FFF500"
"11475"	"Bln-332"	"Cascioarele"	44.1261	26.4697	6690	"Bojadziev 1998"	"#FFF500"
"11751"	"Hd-22659"	"Uivar"	45.67	20.9	6690	"Luca 2009"	"#FFF500"
"11893"	"Q-3001"	"Caisteal"	56.0116	-6.2521	6690	"CBA Radiocarbon Index"	"#FFF500"
"15069"	"CRG-746"	"Sion - Sous-le-Scex"	46.2288	7.362	6690	""	"#FFF500"
"154"	"VERA-1951"	"Glaubendorf"	48.5087	15.9426	6680	"Stadler 2005/2006"	"#FFF500"
"1196"	"Bln-154"	"Karanovo"	42.55	25.87	6680	"Görsdorf 1996"	"#FFF500"
"2082"	"K-3099"	"Holmegaard-J"	56.241	10.749	6680	"Andersen, S., Constandse-Westermann, T.S., Newell, R.R., Gillespie, R., Gowlett, J.A.J., & Hedges, R.E.M. 1986, p.40 (New radiocarbon dates for two Mesolithic burials in Denmark: in Gowlett, J.A.J., & Hedges, R.E.M. (eds.), Archaeological Results from Accelerator Dating, pp.39-43; Oxford: Oxford University Committee for Archaeology, Monograph 11)."	"#FFF500"
"5107"	"Bln-2060"	"Eilsleben"	52.1471	11.2103	6680	"Kiel DB 2349"	"#FFF500"
"5956"	"KN"	"Rosenhof"	54.25	11.0333	6680	"Bradtmöller 2007"	"#FFF500"
"5989"	"KN-1988"	"Rosenhof"	54.25	11.0333	6680	"Bradtmöller 2007"	"#FFF600"
"6057"	"KN-2237"	"Rosenhof"	54.25	11.0333	6680	"Bradtmöller 2007"	"#FFF600"
"6087"	"KN-2312"	"Rosenhof"	54.25	11.0333	6680	"Bradtmöller 2007"	"#FFF600"
"6102"	"KN-2346"	"Rosenhof"	54.25	11.0333	6680	"Bradtmöller 2007"	"#FFF600"
"6533"	"Hd-15438"	"Trebur Cemetery"	49.9311	8.4325	6680	"Kiel DB 3191"	"#FFF600"
"6825"	"Gif-1736"	"Dikili Tash II"	41.05	24.15	6680	"Treuil 1992, 33"	"#FFF600"
"7480"	"Deb-1364"	"Kökénydomb"	46.3513	20.3298	6680	"Benkö 1989"	"#FFF600"
"7591"	"Deb-1904"	"Polgár-Csőszhalom"	47.8667	21.1167	6680	"Raczky 2010"	"#FFF600"
"7606"	"Deb-2505"	"Polgár-Csőszhalom"	47.8667	21.1167	6680	"Raczky 2010"	"#FFF600"
"7654"	"VERA-3067"	"Polgár-Csőszhalom"	47.8667	21.1167	6680	"Raczky 2010"	"#FFF600"
"8087"	"OxA-9954"	"Cheshmeh-Ali"	51.44	35.6	6680	"Fazeli 2004"	"#FFF600"
"9300"	"Mc-755"	"Arene Candide"	44.17	8.33	6680	"--"	"#FFF600"
"9700"	"Gif-7054"	"Scamuso"	41.0239	17.065	6680	"--"	"#FFF600"
"11360"	"OxA-1036"	"Caldeirão"	39.518	-8.7057	6680	"Linstädter 2004, Carvalho 2010"	"#FFF600"
"11473"	"Bln-2904"	"Carcea Viaduct"	44.267	23.9	6680	"Mantu 2000"	"#FFF600"
"12586"	"Hd-17374"	"Vinča-Belo Brdo"	44.7614	20.623	6680	"Schier 1995"	"#FFF600"
"13328"	"Beta-74312"	"Plansallosa"	42.25	2.6	6680	"van Willigen 2006"	"#FFF600"
"15070"	"CRG-747"	"Sion - Sous-le-Scex"	46.2288	7.362	6680	""	"#FFF600"
"17000"	"GifA-99088"	"Kaletepe"	38.28	34.56	6680	"Balkan-Atlı et al. 2000a, 205"	"#FFF600"
"145"	"VERA-1978"	"Friebritz"	48.65	16.4166	6670	"Stadler 2006"	"#FFF600"
"719"	"Lv-472a"	"nd"	50.6647	5.1867	6670	"Gilot, 1997; Gilot, 1971a; Mullenders e.a., 1972; Vermeersch, 1972"	"#FFF600"
"1584"	"Beta-251912"	"Vinkovci-Sopot"	45.2628	18.7735	6670	"Škrivanko 2011"	"#FFF600"
"2873"	"DRI-2871"	"Nabta"	22.55	30.73	6670	"Schild & Wendorf 2001"	"#FFF600"
"3739"	"Birm-462"	"Shell midden assoc with raised storm beach"	56.0209	-6.2162	6670	"CBA Radiocarbon Index"	"#FFF600"
"5578"	"Hd-11130"	"Künzing-Unternberg"	48.6764	13.045	6670	"Kiel DB 2628"	"#FFF600"
"6024"	"KN-2179"	"Rosenhof"	54.25	11.0333	6670	"Bradtmöller 2007"	"#FFF600"
"6063"	"KN-2243"	"Rosenhof"	54.25	11.0333	6670	"Bradtmöller 2007"	"#FFF700"
"6436"	"H-2010-1429"	"Südensee"	54.7	9.667	6670	"Bradtmöller 2007"	"#FFF700"
"6446"	"H-2010-1429"	"Südensee-Damm"	54.7032	9.6697	6670	"Kiel DB 3023"	"#FFF700"
"6451"	"KN-2010"	"Südensee-Damm"	54.7032	9.6697	6670	"Kiel DB 3028"	"#FFF700"
"7411"	"Deb-1174"	"Gorzsa"	46.319	20.2874	6670	"Yerkes 2009"	"#FFF700"
"7579"	"Deb-10219"	"Polgár-Csőszhalom"	47.8667	21.1167	6670	"Raczky 2010"	"#FFF700"
"7698"	"Deb-1186"	"Tape-Lebö-A"	46.2461	20.3129	6670	"Yerkes 2009"	"#FFF700"
"8268"	"P-925"	"Tal-i Iblis"	32.2	48.2166	6670	"Caldwell 1967, 32"	"#FFF700"
"9277"	"Beta-60698"	"Arene Candide"	44.17	8.33	6670	"--"	"#FFF700"
"12314"	"Bln-898"	"Divostin"	44.0333	20.8333	6670	"Borić 2009"	"#FFF700"
"12358"	"GrN-13164"	"Gomolava"	44.8883	19.7481	6670	"Waterbolk 1988"	"#FFF700"
"12575"	"GrN-1537"	"Vinča-Belo Brdo"	44.7614	20.623	6670	"Borić 2009"	"#FFF700"
"12739"	"VERA-3329"	"Olomouc"	49.5767	17.2311	6670	"Peška, J. (2011). Záhady moravské archeologie aneb problémy absolutního datování vybraných nálezových souborů. Sborník prací Filozofické fakulty Brněnské univerzity - Řada archeologická  / Studies Archaeologica Brunensia, M 14-15, 2009-2010, 177-211."	"#FFF700"
"13361"	"GifA-101354"	"Tossal de la Roca"	38.78	-0.26	6670	"Cacho 2005"	"#FFF700"
"1308"	"Bln-1545"	"Ovcarovo"	43.2006	26.5698	6660	"Görsdorf 1996"	"#FFF700"
"1443"	"Ly-6099"	"Monte Leone"	41.386	9.18	6660	"Manen 2000"	"#FFF700"
"2051"	"K-5310"	"Halsskov"	55.333	11.15	6660	""	"#FFF700"
"2387"	"K-3293"	"Tybrind Vig"	55.3909	9.8143	6660	""	"#FFF700"
"4379"	"Gif-1793"	"Grotte Dunang"	44.01	5.17	6660	"Manen 2003"	"#FFF700"
"5361"	"KN-2994"	"Hasselsweiler"	50.9833	6.3833	6660	"Breunig 1987, 173"	"#FFF800"
"6539"	"Hd-15523"	"Trebur Cemetery"	49.9311	8.4325	6660	"Kiel DB 3197"	"#FFF800"
"6555"	"Hv-13595"	"Ulm-Eggingen"	48.3634	9.879	6660	"Dombek 1989, 408, Tab. 179, 410ff"	"#FFF800"
"6557"	"Hv-13597"	"Ulm-Eggingen"	48.3634	9.879	6660	"Dombek 1989, 408, Tab. 179, 410ff"	"#FFF800"
"7601"	"Deb-2496"	"Polgár-Csőszhalom"	47.8667	21.1167	6660	"Raczky 2010"	"#FFF800"
"7625"	"Deb-3226"	"Polgár-Csőszhalom"	47.8667	21.1167	6660	"Raczky 2010"	"#FFF800"
"7632"	"Deb-3261"	"Polgár-Csőszhalom"	47.8667	21.1167	6660	"Raczky 2010"	"#FFF800"
"8269"	"P-926"	"Tal-i Iblis"	32.2	48.2166	6660	"Caldwell 1967, 33"	"#FFF800"
"8415"	"Wk-13994"	"Tol-e Nurabad"	51.5	30.1166	6660	"Marshall 2012"	"#FFF800"
"9236"	"RTT-5044"	"Tel Tsaf"	32.4068	35.5483	6660	"Garfinkel 2009"	"#FFF800"
"9238"	"RTT-5475"	"Tel Tsaf"	32.4068	35.5483	6660	"Garfinkel 2009"	"#FFF800"
"9276"	"Beta-60697"	"Arene Candide"	44.17	8.33	6660	"--"	"#FFF800"
"9314"	"UB-2421"	"Arene Candide"	44.17	8.33	6660	"--"	"#FFF800"
"10222"	"UtC-12453"	"Almere-\"Hoge Vaart\""	52.4445	5.4979	6660	"Peeters 2007"	"#FFF800"
"10255"	"UtC-4617"	"Almere-\"Hoge Vaart\""	52.4445	5.4979	6660	"Peeters 2007"	"#FFF800"
"12367"	"OxA-14707"	"Gomolava"	44.8883	19.7481	6660	"Borić 2009"	"#FFF800"
"15224"	"ETH-11505"	"Zürich, Wallisellen-Langachermoos"	47.415	8.595	6660	"Haas 1996, 18ff.,Tab.2, Abb6,10"	"#FFF800"
"15327"	"OxA-817"	"Arjoune"	34.55	36.55	6660	"--"	"#FFF800"
"155"	"VERA-1952"	"Glaubendorf"	48.5087	15.9426	6650	"Stadler 2005/2006"	"#FFF800"
"358"	"VERA-3295"	"Steinabrunn"	48.4991	16.2305	6650	"Stadler 2005/2006"	"#FFF800"
"605"	"KIK-1034 / UtC-8472"	"nd"	51.2553	4.1883	6650	"Van Strydonck e.a., 2001"	"#FFF800"
"878"	"Bln-136"	"Azmak"	42.4575	25.4282	6650	"Görsdorf 1996"	"#FFF800"
"1140"	"Bln-924"	"Goljamo Delcevo"	43	27.4166	6650	"Görsdorf 1996"	"#FFF800"
"1597"	"Z-3143"	"Vinkovci-Sopot"	45.2628	18.7735	6650	"Obelic 2004"	"#FFF800"
"1900"	"K-5071"	"Bjørnsholm"	56.9314	9.2224	6650	"Gikiatsi et al. 2003"	"#FFF800"
"2053"	"K-5312"	"Halsskov"	55.333	11.15	6650	""	"#FFF800"
"5573"	"Hd-11056"	"Künzing-Unternberg"	48.6764	13.045	6650	"Kiel DB 2623"	"#FFF800"
"5588"	"KN-1190"	"Lamersdorf"	50.8493	6.3525	6650	"Kiel DB 2702"	"#FFF900"
"5774"	"KN-2125"	"Niedermerz 2"	50.8667	6.3333	6650	"Breunig 1987, 128"	"#FFF900"
"6050"	"KN-2216"	"Rosenhof"	54.25	11.0333	6650	"Bradtmöller 2007"	"#FFF900"
"6263"	"KN-3039"	"Schwanfeld"	49.918	10.1418	6650	"Stäuble 1994"	"#FFF900"
"6270"	"KN-3217"	"Schwanfeld"	49.918	10.1418	6650	"Stäuble 1994"	"#FFF900"
"6528"	"Hd-15210"	"Trebur Cemetery"	49.9311	8.4325	6650	"Kiel DB 3186"	"#FFF900"
"6727"	"K-555"	"Zwenkau-Harth"	51.2167	12.3167	6650	"Berlin Date List I"	"#FFF900"
"7409"	"Deb-1172"	"Gorzsa"	46.319	20.2874	6650	"Yerkes 2009"	"#FFF900"
"7484"	"Deb-1411"	"Kökénydomb"	46.3513	20.3298	6650	"Benkö 1989"	"#FFF900"
"7602"	"Deb-2497"	"Polgár-Csőszhalom"	47.8667	21.1167	6650	"Raczky 2010"	"#FFF900"
"7621"	"Deb-2541"	"Polgár-Csőszhalom"	47.8667	21.1167	6650	"Raczky 2010"	"#FFF900"
"7631"	"Deb-3237"	"Polgár-Csőszhalom"	47.8667	21.1167	6650	"Raczky 2010"	"#FFF900"
"7648"	"GrN-1993"	"Polgár-Csőszhalom"	47.8667	21.1167	6650	"Yerkes 2009"	"#FFF900"
"9984"	"OxA-1799"	"Jilat 7"	31.51	36.41	6650	"--"	"#FFF900"
"10239"	"UtC-12469"	"Almere-\"Hoge Vaart\""	52.4445	5.4979	6650	"Peeters 2007"	"#FFF900"
"12642"	"Bln-656"	"Obre II"	44.0297	18.6978	6650	"Boyadjiev 1990"	"#FFF900"
"12674"	"LJ-2053"	"Bylany "	49.6667	15.25	6650	"Bien, G. S. - Pandolfi, L. J. (1972). La Jolla Natural Radiocarbon Measurements VI. Radiocarbon, 14, 368-379."	"#FFF900"
"13678"	"Ua-3550"	"Bökeberg III"	56.5833	13.1499	6650	""	"#FFF900"
"14604"	"Ua-25471"	"Tagerup"	55.8565	12.9383	6650	"Karsten and Knarrström 2001"	"#FFF900"
"148"	"VERA-3226"	"Friebritz"	48.65	16.4166	6640	"Stadler 2005/2006"	"#FFF900"
"680"	"KIK-1908 / KIA-14339"	"nd"	51.3098	4.2637	6640	"Van Strydonck e.a., 2002"	"#FFF900"
"1580"	"Beta-251908"	"Vinkovci-Sopot"	45.2628	18.7735	6640	"Škrivanko 2011"	"#FFF900"
"1602"	"Z-3870"	"Vinkovci-Sopot"	45.2628	18.7735	6640	"Škrivanko 2011"	"#FFF900"
"2872"	"DRI-2869"	"Nabta"	22.55	30.73	6640	"Schild & Wendorf 2001"	"#FFF900"
"4442"	"Ly-4447"	"La Grande Rivoire"	45.2	5.65	6640	"van Willigen 2006"	"#FFF900"
"5988"	"KN-1986"	"Rosenhof"	54.25	11.0333	6640	"Bradtmöller 2007"	"#FFFA00"
"6032"	"KN-2187"	"Rosenhof"	54.25	11.0333	6640	"Bradtmöller 2007"	"#FFFA00"
"6129"	"KN-2824"	"Rosenhof"	54.25	11.0333	6640	"Bradtmöller 2007"	"#FFFA00"
"6227"	"Ki-3026"	"Schlamersdorf"	53.8354	10.3408	6640	"Kiel DB 3065"	"#FFFA00"
"6292"	"OxA-4483"	"Seedorf"	54.0333	10.5	6640	"Bradtmöller 2007"	"#FFFA00"
"6296"	"OxA-4483"	"Seedorf LA 296"	54.0292	10.5037	6640	"Kiel DB 3117"	"#FFFA00"
"6541"	"OxA-5320"	"Trebur Cemetery"	49.9311	8.4325	6640	"Kiel DB 3199"	"#FFFA00"
"6546"	"OxA-5595"	"Trebur Cemetery"	49.9311	8.4325	6640	"Kiel DB 3204"	"#FFFA00"
"6548"	"OxA-5597"	"Trebur Cemetery"	49.9311	8.4325	6640	"Kiel DB 3206"	"#FFFA00"
"7288"	"Bln-2940"	"Berettyóújfalu-Herpály"	47.2314	21.4687	6640	"Kalicz 1987"	"#FFFA00"
"7420"	"Deb-1386"	"Gorzsa"	46.319	20.2874	6640	"Yerkes 2009"	"#FFFA00"
"7578"	"Deb-10198"	"Polgár-Csőszhalom"	47.8667	21.1167	6640	"Raczky 2010"	"#FFFA00"
"7627"	"Deb-3229"	"Polgár-Csőszhalom"	47.8667	21.1167	6640	"Raczky 2010"	"#FFFA00"
"9237"	"RTT-5046"	"Tel Tsaf"	32.4068	35.5483	6640	"Garfinkel 2009"	"#FFFA00"
"9274"	"Beta-60695"	"Arene Candide"	44.17	8.33	6640	"--"	"#FFFA00"
"9413"	"Birm-262"	"Fimon-Molino Casarotto, site 4"	45.4666	11.5	6640	"Birm Datelist VI"	"#FFFA00"
"9896"	"OZD-026"	"Ghassul"	31.8	35.6	6640	"Klimscha"	"#FFFA00"
"10238"	"UtC-12468"	"Almere-\"Hoge Vaart\""	52.4445	5.4979	6640	"Peeters 2007"	"#FFFA00"
"11168"	"KIA-26385"	"Dąbki 9"	54.3753	16.3331	6640	"Kiel DB 3933"	"#FFFA00"
"11226"	"M-2320"	"Kraków, Dzielnica VII Zwierzynie, Olszanica"	50.0668	19.8347	6640	"Crane 1972"	"#FFFA00"
"12356"	"GrN-13162"	"Gomolava"	44.8883	19.7481	6640	"Waterbolk 1988"	"#FFFA00"
"12960"	"Ly-4303"	"Cova de le Cendres"	42.07	2.54	6640	"van Willigen 2006"	"#FFFA00"
"15227"	"ETH-1497"	"Zürich, Wallisellen-Langachermoos"	47.415	8.595	6640	"Haas 1996, 18ff.,Tab.2, Abb6,10"	"#FFFA00"
"144"	"VERA-1977"	"Friebritz"	48.65	16.4166	6630	"Stadler 2006"	"#FFFA00"
"271"	"VERA-780"	"Ölkam"	48.13	14.22	6630	"Stadler 2005/2006"	"#FFFA00"
"346"	"VERA-2853"	"Schletz"	48.5811	16.4693	6630	"Stadler 2005/2006"	"#FFFA00"
"1719"	"P-2780"	"Kalavasos-Tenta"	34.75	33.3	6630	"Todd 1982, 8"	"#FFFA00"
"2034"	"K-5992"	"Gongehusvej"	55.5145	12.3038	6630	""	"#FFFB00"
"2594"	"Gd-5646"	"Dakhla"	25.4993	28.9908	6630	"Pazdur ea. 1994"	"#FFFB00"
"2838"	"KN-3275"	"Merimde"	30.3166	30.85	6630	"Hassan 1985"	"#FFFB00"
"2877"	"DRI-2882"	"Nabta"	22.55	30.73	6630	"Schild & Wendorf 2001"	"#FFFB00"
"4244"	"Ly-2332"	"Cuiry-les-Chaudardes"	49.386	3.7706	6630	"Breunig 1987, 130"	"#FFFB00"
"4980"	"Ki-583"	"Deiringsen-Ruploh"	51.545	8.0937	6630	"Breunig 1987, 174"	"#FFFB00"
"4984"	"KN-589"	"Deiringsen-Ruploh"	51.545	8.0937	6630	"Kiel DB 2272"	"#FFFB00"
"5362"	"KN-2995"	"Hasselsweiler"	50.9833	6.3833	6630	"Breunig 1987, 173"	"#FFFB00"
"5466"	"KN-2653"	"Inden 3"	50.8667	6.3667	6630	"Breunig 1987, 174"	"#FFFB00"
"5748"	"VERA-1586"	"Neckenmarkt"	47.6	16.543	6630	"Lenneis and Stadler 2002"	"#FFFB00"
"5953"	"KN"	"Rosenhof"	54.25	11.0333	6630	"Bradtmöller 2007"	"#FFFB00"
"5971"	"KN-1492"	"Rosenhof"	54.25	11.0333	6630	"Bradtmöller 2007"	"#FFFB00"
"6020"	"KN-2175"	"Rosenhof"	54.25	11.0333	6630	"Bradtmöller 2007"	"#FFFB00"
"6074"	"KN-2254"	"Rosenhof"	54.25	11.0333	6630	"Bradtmöller 2007"	"#FFFB00"
"6304"	"KIA-282"	"Seedorf-(\"Furthberg\") LA 245"	54.031	10.5086	6630	"Kiel DB 3125"	"#FFFB00"
"6516"	"Hd-14811"	"Trebur Cemetery"	49.9311	8.4325	6630	"Kiel DB 3174"	"#FFFB00"
"7273"	"Bln-2925"	"Berettyóújfalu-Herpály"	47.2314	21.4687	6630	"Kalicz 1987"	"#FFFB00"
"7281"	"Bln-2933"	"Berettyóújfalu-Herpály"	47.2314	21.4687	6630	"Kalicz 1987"	"#FFFB00"
"7418"	"Deb-1354"	"Gorzsa"	46.319	20.2874	6630	"Yerkes 2009"	"#FFFB00"
"7437"	"Z-2010"	"Gorzsa"	46.319	20.2874	6630	"Benkö 1989"	"#FFFB00"
"7577"	"Deb-10197"	"Polgár-Csőszhalom"	47.8667	21.1167	6630	"Raczky 2010"	"#FFFB00"
"7614"	"Deb-2523"	"Polgár-Csőszhalom"	47.8667	21.1167	6630	"Raczky 2010"	"#FFFB00"
"7615"	"Deb-2528"	"Polgár-Csőszhalom"	47.8667	21.1167	6630	"Raczky 2010"	"#FFFB00"
"7649"	"VERA-3060"	"Polgár-Csőszhalom"	47.8667	21.1167	6630	"Raczky 2010"	"#FFFB00"
"7770"	"Deb-1355"	"Tüzköves"	46.78	20.23	6630	"Yerkes 2009"	"#FFFB00"
"8615"	"Lu-1961"	"nd"	54.0475	-8.3676	6630	"G7611"	"#FFFB00"
"10221"	"UtC-12452"	"Almere-\"Hoge Vaart\""	52.4445	5.4979	6630	"Peeters 2007"	"#FFFB00"
"10224"	"UtC-12455"	"Almere-\"Hoge Vaart\""	52.4445	5.4979	6630	"Peeters 2007"	"#FFFB00"
"10230"	"UtC-12460"	"Almere-\"Hoge Vaart\""	52.4445	5.4979	6630	"Peeters 2007"	"#FFFB00"
"10249"	"UtC-12479"	"Almere-\"Hoge Vaart\""	52.4445	5.4979	6630	"Peeters 2007"	"#FFFB00"
"10256"	"UtC-4618"	"Almere-\"Hoge Vaart\""	52.4445	5.4979	6630	"Peeters 2007"	"#FFFC00"
"11057"	"Bln-3640/I"	"Ras al-Hamra 6"	23.63	58.48	6630	"nd"	"#FFFC00"
"11892"	"Q-3000"	"Caisteal"	56.0116	-6.2521	6630	"CBA Radiocarbon Index"	"#FFFC00"
"12309"	"Bln-863"	"Divostin"	44.0333	20.8333	6630	"Borić 2009"	"#FFFC00"
"12366"	"OxA-14706"	"Gomolava"	44.8883	19.7481	6630	"Borić 2009"	"#FFFC00"
"17210"	"Hd-12154"	"Sivritepe"	39.8503	26.144	6630	"Korfmann 1993"	"#FFFC00"
"17420"	"AA-32031"	"Dalma 11"	24.47	52.31	6630	"--"	"#FFFC00"
"17425"	"AA-52546"	"Dalma 11"	24.48	52.32	6630	"King 2004"	"#FFFC00"
"171"	"VERA-3436"	"Immendorf"	48.6333	16.1	6620	"Stadler 2005/2006"	"#FFFC00"
"1310"	"Bln-1611"	"Ovcarovo"	43.2006	26.5698	6620	"Görsdorf 1996"	"#FFFC00"
"1464"	"BM-717"	"Knossos"	35.298	25.163	6620	"Kiel DB 3471"	"#FFFC00"
"1931"	"K-2784"	"Bögebakken"	55.8492	12.528	6620	""	"#FFFC00"
"4192"	"Gif-1490"	"Camprafaud"	43.47	2.83	6620	"van Willigen 2006"	"#FFFC00"
"5010"	"Bln-77"	"Dresden-Nickern"	50.9958	13.7889	6620	"Breunig 1987, 125"	"#FFFC00"
"5465"	"KN-2652"	"Inden 3"	50.8667	6.3667	6620	"Breunig 1987, 174"	"#FFFC00"
"5592"	"KN-1517"	"Lamersdorf"	50.8493	6.3525	6620	"Breunig 1987, 174"	"#FFFC00"
"5957"	"KN"	"Rosenhof"	54.25	11.0333	6620	"Bradtmöller 2007"	"#FFFC00"
"6004"	"KN-2121"	"Rosenhof"	54.25	11.0333	6620	"Bradtmöller 2007"	"#FFFC00"
"6253"	"Hd-14394"	"Schwanfeld"	49.918	10.1418	6620	"Stäuble 1994"	"#FFFC00"
"6254"	"Hd-14394"	"Schwanfeld"	49.918	10.1418	6620	"Stäuble 1994"	"#FFFC00"
"7144"	"DEM-172-138"	"Tharounia"	38.5121	23.9754	6620	"Sampson 1993, 285, tab.66"	"#FFFC00"
"7272"	"Bln-2924"	"Berettyóújfalu-Herpály"	47.2314	21.4687	6620	"Kalicz 1987"	"#FFFC00"
"10219"	"GrA-21376"	"Almere-\"Hoge Vaart\""	52.4445	5.4979	6620	"Peeters 2007"	"#FFFD00"
"10247"	"UtC-12477"	"Almere-\"Hoge Vaart\""	52.4445	5.4979	6620	"Peeters 2007"	"#FFFD00"
"10260"	"UtC-4622"	"Almere-\"Hoge Vaart\""	52.4445	5.4979	6620	"Peeters 2007"	"#FFFD00"
"10710"	"GrN-422"	"Sittard"	51	5.866	6620	"Lanting/Mook 1977, 42;  Breunig 1987, 129."	"#FFFD00"
"12346"	"GrN-13091"	"Gomolava"	44.8883	19.7481	6620	"Tasić  1989"	"#FFFD00"
"12546"	"OxA-16585"	"Rudna Glava"	44.42	21.95	6620	"Borić 2009"	"#FFFD00"
"12640"	"Bln-638"	"Obre II"	44.0297	18.6978	6620	"Boyadjiev 1990"	"#FFFD00"
"12672"	"LJ-2053"	"Bylany"	49.6667	15.25	6620	"Kiel DB 2036"	"#FFFD00"
"12736"	"VERA-2098"	"Olomouc"	49.5767	17.2311	6620	"Peška, J. (2010). Kultura se šňůrovou keramikou na Moravě v kontrapozici radiokarbonového datování. In Czopek, S. - Kadrow, S. (ed.), Mente et rutro. Studia archaeologica Johanni Machnik viro doctissimo octogesimo vitae anno ab amicis, collegis et discipu"	"#FFFD00"
"13078"	"CSIC-279"	"El Parco"	41.92	0.96	6620	"van Willigen 2006"	"#FFFD00"
"14602"	"Ua-25218"	"Tagerup"	55.8565	12.9383	6620	"Karsten and Knarrström 2001"	"#FFFD00"
"268"	"VERA-776"	"Ölkam"	48.13	14.22	6610	"Stadler 2005/2006"	"#FFFD00"
"344"	"VERA-2851"	"Schletz"	48.5811	16.4693	6610	"Stadler 2005/2006"	"#FFFD00"
"884"	"Bln-142"	"Azmak"	42.4575	25.4282	6610	"Görsdorf 1996"	"#FFFD00"
"896"	"Bln-151"	"Azmak"	42.4575	25.4282	6610	"Görsdorf 1996"	"#FFFD00"
"2613"	"Gd-5994"	"Dakhla"	25.4993	28.9908	6610	"McDonald 1990b"	"#FFFD00"
"3005"	"SMU-473"	"Nabta"	22.55	30.73	6610	"Haas & Haynes 1980; Schild & Wendorf 2001"	"#FFFD00"
"5418"	"Hd-9910-9751"	"Hilzingen \"Forsterbahnried\""	47.7641	8.801	6610	"Kiel DB 2557"	"#FFFD00"
"5489"	"KN-2949"	"Jülich-Welldorf (Hambach 260)"	50.9515	6.4199	6610	"Breunig 1987, 173"	"#FFFD00"
"5577"	"Hd-11107"	"Künzing-Unternberg"	48.6764	13.045	6610	"Kiel DB 2627"	"#FFFD00"
"6056"	"KN-2236"	"Rosenhof"	54.25	11.0333	6610	"Bradtmöller 2007"	"#FFFD00"
"6166"	"KIA-18906"	"Rosenhof LA 58"	54.2518	11.0495	6610	"Kiel DB 3005"	"#FFFD00"
"6260"	"KN-3036"	"Schwanfeld"	49.918	10.1418	6610	"Stäuble 1994"	"#FFFD00"
"6558"	"Hv-13598"	"Ulm-Eggingen"	48.3634	9.879	6610	"Dombek 1989, 408, Tab. 179, 410ff"	"#FFFD00"
"7268"	"Bln-2670"	"Berettyóújfalu-Herpály"	47.2314	21.4687	6610	"Kalicz 1987"	"#FFFD00"
"7429"	"PoZ-7695"	"Gorzsa"	46.319	20.2874	6610	"Gulyas 2010"	"#FFFD00"
"7575"	"Deb-10107"	"Polgár-Csőszhalom"	47.8667	21.1167	6610	"Raczky 2010"	"#FFFD00"
"7611"	"Deb-2520"	"Polgár-Csőszhalom"	47.8667	21.1167	6610	"Raczky 2010"	"#FFFE00"
"7946"	"Mc-2386"	"Oueili"	31.14	46.04	6610	"--"	"#FFFE00"
"8088"	"OxA-9955"	"Cheshmeh-Ali"	51.44	35.6	6610	"Fazeli 2004"	"#FFFE00"
"9298"	"Mc-753"	"Arene Candide"	44.17	8.33	6610	"--"	"#FFFE00"
"9591"	"Beta-77356"	"Pian del Ciliegio"	44.2023	8.3749	6610	"Capelli 2008"	"#FFFE00"
"9631"	"R-781"	"Riparo di Romagnano III"	46.0072	22.1064	6610	"Alessio et al. 1978, 81"	"#FFFE00"
"10242"	"UtC-12472"	"Almere-\"Hoge Vaart\""	52.4445	5.4979	6610	"Peeters 2007"	"#FFFE00"
"10253"	"UtC-4615"	"Almere-\"Hoge Vaart\""	52.4445	5.4979	6610	"Peeters 2007"	"#FFFE00"
"10263"	"UtC-4625"	"Almere-\"Hoge Vaart\""	52.4445	5.4979	6610	"Peeters 2007"	"#FFFE00"
"11362"	"TO-350"	"Caldeirão"	39.518	-8.7057	6610	"Linstädter 2004, Carvalho 2010"	"#FFFE00"
"12318"	"OxA-14693"	"Divostin"	44.0333	20.8333	6610	"Borić 2009"	"#FFFE00"
"12320"	"OxA-14705"	"Divostin"	44.0333	20.8333	6610	"Borić 2009"	"#FFFE00"
"12666"	"GrN-4751"	"Bylany"	49.6667	15.25	6610	"Vogel 1967"	"#FFFE00"
"13310"	"I-17770"	"Murciélagos"	37.54	-4.31	6610	"van Willigen 2006"	"#FFFE00"
"15326"	"OxA-816"	"Arjoune"	34.55	36.55	6610	"--"	"#FFFE00"
