ID	LABNR	C14AGE	C14STD	C13	MATERIAL	SPECIES	COUNTRY	SITE	PERIOD	CULTURE	Phase	LOCUS	LATITUDE	LONGITUDE	METHOD	CALAGE	CALSTD	REFERENCE	NOTICE
12817	TO-11714	6750	130	0	 nd	nd	nd	Tel Hanan	nd	Wadi Rabah	nd	nd	0	0	14C	7620	110	Banning 2007	
12818	K-4590	4260	85	-26,71	wood	nd	nd	Tibirke	Neolithic	Trichterbecher	nd	nd	56,05	12,117	14C	4800	140		
12819	K-4591	4170	85	-26,11	 nd	nd	nd	Tibirke	Neolithic	Trichterbecher	nd	nd	56,05	12,117	14C	4690	110		
12820	CAMS-42	4800	70	0	charcoal	nd	nd	Toarp 1:10	nd	nd	nd	nd	55,533	13,117	14C	5500	90		
12821	b	4555	60	-19,28	bone	human	nd	Tofta 14	Neolithic	Trichterbecher	nd	nd	57,4428	18,1645	14C	5200	110		
12822	nd	4640	70	-18,6	charcoal	nd	nd	Tofta 14	Neolithic	Trichterbecher	nd	nd	57,4428	18,1645	14C	5380	90		
12823	Ua-	8340	125	0	charcoal	nd	nd	Torbjörntorp 12	nd	nd	nd	nd	0	0	14C	9300	150		
12824	Lu-1952	4500	55	0	bone	nd	nd	Trekroner	nd	nd	nd	nd	0	0	14C	5150	100		
12825	K-3075	5610	100	0	bone	nd	nd	Trylleskoven	nd	nd	nd	nd	55,5183	12,1303	14C	6420	100		
12826	TO-8306	5920	80	0	 nd	nd	nd	Tubna	nd	nd	nd	nd	0	0	14C	6750	100	Banning 2007	
12827	TO-8308	6050	140	0	 nd	nd	nd	Tubna	nd	nd	nd	nd	0	0	14C	6930	180	Banning 2007	
12828	OxA-1326	4790	70	0	lindbast	nd	nd	Tulstrup mose	nd	nd	nd	nd	56,483	10,55	14C	5490	90		
12829	K-1762	4700	110	0	charcoal	nd	nd	Tustrup	Neolithic	Trichterbecher	nd	nd	56,483	10,55	14C	5420	130		
12830	K-1763	4680	110	0	charcoal	nd	nd	Tustrup	Neolithic	Trichterbecher	nd	nd	56,483	10,55	14C	5380	150		
12831	OxA-117	5475	130	-19,3	bone	human	nd	Vaengesö	nd	EB	nd	nd	56,1623	10,5346	14C	6240	160		
12832	OxA-532	5420	80	0	bone	human	nd	Vaengesö	nd	EB	nd	nd	56,1623	10,5346	14C	6180	100		
12833	OxA-2887	4420	70	-23,4	charcoal	nd	nd	Vasagård	nd	nd	nd	nd	0	0	14C	5070	150		
12834	K-1303a	6460	130	0	wood	nd	nd	Vedbaek Boldebaner	nd	EB	nd	nd	55,85	12,567	14C	7360	120		
12835	K-1303b	6560	130	0	wood	nd	nd	Vedbaek Boldebaner	nd	EB	nd	nd	55,85	12,567	14C	7450	110		
12836	K-2300	6130	100	0	charcoal	nd	nd	Vejlebro	nd	EB	nd	nd	0	0	14C	7010	130		
12837	nd	6510	85	0	bone	nd	nd	Visborg	nd	EB Trichterbecher	nd	nd	56,7422	10,1514	14C	7410	80		
12838	UtC-13259	4356	46	-23,8	bone	Bos	nd	Wojnowice 	Chalcolithic	Baden	Wojnowice 3	nd	0	0	14C	4940	60	Furholt 2008	
12839	UtC-13263	4542	43	-20,3	bone	pig	nd	Wyciaze	Chalcolithic	Baden	Wyciaze 50	nd	0	0	14C	5190	100	Furholt 2008	
12840	AAR-1222	6500	80	0	wood	nd	nd	Yderhede	nd	EB	nd	nd	56,6518	9,9963	14C	7400	80		
12841	Ua-5229	6515	95	0	hazelnutshell	nd	nd	Ytterby	nd	nd	nd	nd	0	0	14C	7420	90		
12842	Ua-5477	3020	50	0	hazelnutshell	nd	nd	Ytterby	nd	nd	nd	nd	0	0	14C	3220	90		
12843	Ua-5478	6200	75	0	hazelnutshell	nd	nd	Ytterby	nd	nd	nd	nd	0	0	14C	7100	100		
12844	Ua-5535	6175	75	0	hazelnutshell	nd	nd	Ytterby	nd	nd	nd	nd	0	0	14C	7070	100		
12845	Ua-5628	1580	60	0	hazelnutshell	nd	nd	Ytterby	nd	nd	nd	nd	0	0	14C	1480	60		
12846	UtC-13260	4387	45	-24,4	bone	Bos	nd	Zeslawice	Chalcolithic	Baden	Zeslawice 97	nd	0	0	14C	4960	70	Furholt 2008	
12847	UtC-13261	4420	43	-21,4	bone	pig	nd	Zeslawice	Chalcolithic	Baden	Zeslawice 140a	nd	0	0	14C	5060	140	Furholt 2008	
12848	GrN-5996	8550	75	0	charcoal	nd	Netherlands	Aardhorst-Vessem	nd	nd	nd	nd	0	0	14C	9540	60	Lanting & van der Plicht 1997/1998	
12849	GrN-5997	8705	75	0	charcoal	nd	Netherlands	Aardhorst-Vessem	nd	nd	nd	nd	0	0	14C	9720	130	Lanting & van der Plicht 1997/1998	
12850	GrA-2055	5530	50	0	acorn	Quercus	Netherlands	"Almere-""Hoge Vaart"""	Epipalaeolithic	nd	isolated find in peat	nd	52,4445	5,4979	14C	6340	50	Peeters 2007	151.600/481.200
12851	GrA-21376	5820	50	0	charcoal	hazelnut	Netherlands	"Almere-""Hoge Vaart"""	Epipalaeolithic	nd	hearth-pit/surface hearth?	nd	52,4445	5,4979	14C	6620	70	Peeters 2007	151.600/481.200
12852	GrN-24982	6370	40	0	charcoal	Quercus	Netherlands	"Almere-""Hoge Vaart"""	Epipalaeolithic	nd	hearth-pit	nd	52,4445	5,4979	14C	7320	60	Peeters 2007	151.600/481.200
12853	UtC-12452	5826	48	0	charcoal	nd	Netherlands	"Almere-""Hoge Vaart"""	Epipalaeolithic	nd	hearth-pit	nd	52,4445	5,4979	14C	6630	70	Peeters 2007	151.600/481.200
12854	UtC-12453	5853	48	0	charcoal	nd	Netherlands	"Almere-""Hoge Vaart"""	Epipalaeolithic	nd	hearth-pit	nd	52,4445	5,4979	14C	6660	70	Peeters 2007	151.600/481.200
12855	UtC-12454	5785	46	0	charcoal	nd	Netherlands	"Almere-""Hoge Vaart"""	Epipalaeolithic	nd	hearth-pit	nd	52,4445	5,4979	14C	6580	60	Peeters 2007	151.600/481.200
12856	UtC-12455	5828	48	0	charcoal	nd	Netherlands	"Almere-""Hoge Vaart"""	Epipalaeolithic	nd	hearth-pit	nd	52,4445	5,4979	14C	6630	70	Peeters 2007	151.600/481.200
12857	UtC-12456	5690	50	0	charcoal	nd	Netherlands	"Almere-""Hoge Vaart"""	Epipalaeolithic	nd	hearth-pit	nd	52,4445	5,4979	14C	6480	60	Peeters 2007	151.600/481.200
12858	P-795	6832	78	0	charcoal	-	Turkey	Can Hasan I	CH	E-CH	Phase: 2B	house 3, E room	37,25	33,36	14C	7690	70	Stuckenrath and Ralph 1965, 193	--
12859	UtC-12457	5890	60	0	charcoal	nd	Netherlands	"Almere-""Hoge Vaart"""	Epipalaeolithic	nd	hearth-pit	nd	52,4445	5,4979	14C	6710	70	Peeters 2007	151.600/481.200
12860	UtC-12458	5803	46	0	charcoal	nd	Netherlands	"Almere-""Hoge Vaart"""	Epipalaeolithic	nd	hearth-pit	nd	52,4445	5,4979	14C	6600	60	Peeters 2007	151.600/481.200
12861	UtC-12459	5899	47	0	charcoal	nd	Netherlands	"Almere-""Hoge Vaart"""	Epipalaeolithic	nd	hearth-pit	nd	52,4445	5,4979	14C	6720	50	Peeters 2007	151.600/481.200
12862	UtC-12460	5828	47	0	charcoal	nd	Netherlands	"Almere-""Hoge Vaart"""	Epipalaeolithic	nd	hearth-pit	nd	52,4445	5,4979	14C	6630	70	Peeters 2007	151.600/481.200
12863	UtC-12461	5790	48	0	charcoal	nd	Netherlands	"Almere-""Hoge Vaart"""	Epipalaeolithic	nd	hearth-pit	nd	52,4445	5,4979	14C	6590	60	Peeters 2007	151.600/481.200
12864	UtC-12462	5786	43	0	charcoal	nd	Netherlands	"Almere-""Hoge Vaart"""	Epipalaeolithic	nd	hearth-pit	nd	52,4445	5,4979	14C	6580	60	Peeters 2007	151.600/481.200
12865	UtC-12463	5758	41	0	charcoal	nd	Netherlands	"Almere-""Hoge Vaart"""	Epipalaeolithic	nd	hearth-pit	nd	52,4445	5,4979	14C	6560	60	Peeters 2007	151.600/481.200
12866	UtC-12464	5753	45	0	charcoal	nd	Netherlands	"Almere-""Hoge Vaart"""	Epipalaeolithic	nd	hearth-pit	nd	52,4445	5,4979	14C	6560	60	Peeters 2007	151.600/481.200
12867	UtC-12465	5753	45	0	charcoal	nd	Netherlands	"Almere-""Hoge Vaart"""	Epipalaeolithic	nd	hearth-pit	nd	52,4445	5,4979	14C	6560	60	Peeters 2007	151.600/481.200
12868	UtC-12466	5766	45	0	charcoal	nd	Netherlands	"Almere-""Hoge Vaart"""	Epipalaeolithic	nd	hearth-pit	nd	52,4445	5,4979	14C	6570	60	Peeters 2007	151.600/481.200
12869	UtC-12467	5874	44	0	charcoal	nd	Netherlands	"Almere-""Hoge Vaart"""	Epipalaeolithic	nd	hearth-pit	nd	52,4445	5,4979	14C	6700	50	Peeters 2007	151.600/481.200
12870	UtC-12468	5836	47	0	charcoal	nd	Netherlands	"Almere-""Hoge Vaart"""	Epipalaeolithic	nd	hearth-pit	nd	52,4445	5,4979	14C	6640	70	Peeters 2007	151.600/481.200
12871	UtC-12469	5841	43	0	charcoal	nd	Netherlands	"Almere-""Hoge Vaart"""	Epipalaeolithic	nd	hearth-pit	nd	52,4445	5,4979	14C	6650	60	Peeters 2007	151.600/481.200
12872	UtC-12470	5780	45	0	charcoal	nd	Netherlands	"Almere-""Hoge Vaart"""	Epipalaeolithic	nd	hearth-pit	nd	52,4445	5,4979	14C	6580	60	Peeters 2007	151.600/481.200
12873	UtC-12471	5735	43	0	charcoal	nd	Netherlands	"Almere-""Hoge Vaart"""	Epipalaeolithic	nd	hearth-pit	nd	52,4445	5,4979	14C	6540	70	Peeters 2007	151.600/481.200
12874	UtC-12472	5811	38	0	charcoal	nd	Netherlands	"Almere-""Hoge Vaart"""	Epipalaeolithic	nd	hearth-pit	nd	52,4445	5,4979	14C	6610	60	Peeters 2007	151.600/481.200
12875	UtC-12473	5745	40	0	charcoal	nd	Netherlands	"Almere-""Hoge Vaart"""	Epipalaeolithic	nd	hearth-pit	nd	52,4445	5,4979	14C	6550	60	Peeters 2007	151.600/481.200
12876	UtC-12474	5778	43	0	charcoal	nd	Netherlands	"Almere-""Hoge Vaart"""	Epipalaeolithic	nd	hearth-pit	nd	52,4445	5,4979	14C	6580	60	Peeters 2007	151.600/481.200
12877	UtC-12475	5791	40	0	charcoal	nd	Netherlands	"Almere-""Hoge Vaart"""	Epipalaeolithic	nd	hearth-pit	nd	52,4445	5,4979	14C	6590	60	Peeters 2007	151.600/481.200
12878	UtC-12476	5904	44	0	charcoal	nd	Netherlands	"Almere-""Hoge Vaart"""	Epipalaeolithic	nd	hearth-pit	nd	52,4445	5,4979	14C	6730	50	Peeters 2007	151.600/481.200
12879	UtC-12477	5823	48	0	charcoal	nd	Netherlands	"Almere-""Hoge Vaart"""	Epipalaeolithic	nd	hearth-pit	nd	52,4445	5,4979	14C	6620	70	Peeters 2007	151.600/481.200
12880	UtC-12478	5667	42	0	charcoal	nd	Netherlands	"Almere-""Hoge Vaart"""	Epipalaeolithic	nd	hearth-pit	nd	52,4445	5,4979	14C	6450	50	Peeters 2007	151.600/481.200
12881	UtC-12479	5824	43	0	charcoal	nd	Netherlands	"Almere-""Hoge Vaart"""	Epipalaeolithic	nd	hearth-pit	nd	52,4445	5,4979	14C	6630	60	Peeters 2007	151.600/481.200
12882	UtC-12480	6432	45	0	charcoal	nd	Netherlands	"Almere-""Hoge Vaart"""	Epipalaeolithic	nd	hearth-pit	nd	52,4445	5,4979	14C	7360	50	Peeters 2007	151.600/481.200
12883	UtC-12481	5921	42	0	charcoal	nd	Netherlands	"Almere-""Hoge Vaart"""	Epipalaeolithic	nd	hearth-pit	nd	52,4445	5,4979	14C	6740	50	Peeters 2007	151.600/481.200
12884	UtC-12482	5707	46	0	charcoal	nd	Netherlands	"Almere-""Hoge Vaart"""	Epipalaeolithic	nd	hearth-pit	nd	52,4445	5,4979	14C	6500	70	Peeters 2007	151.600/481.200
12885	UtC-4615	5810	50	0	charcoal	nd	Netherlands	"Almere-""Hoge Vaart"""	Epipalaeolithic	nd	hearth-pit	nd	52,4445	5,4979	14C	6610	70	Peeters 2007	151.600/481.200
12886	UtC-4616	5870	50	0	charcoal	nd	Netherlands	"Almere-""Hoge Vaart"""	Epipalaeolithic	nd	hearth-pit	nd	52,4445	5,4979	14C	6690	60	Peeters 2007	151.600/481.200
12887	UtC-4617	5851	45	0	charcoal	nd	Netherlands	"Almere-""Hoge Vaart"""	Epipalaeolithic	nd	hearth-pit	nd	52,4445	5,4979	14C	6660	60	Peeters 2007	151.600/481.200
12888	UtC-4618	5831	47	0	charcoal	nd	Netherlands	"Almere-""Hoge Vaart"""	Epipalaeolithic	nd	hearth-pit	nd	52,4445	5,4979	14C	6630	70	Peeters 2007	151.600/481.200
12889	UtC-4619	5739	44	0	charcoal	nd	Netherlands	"Almere-""Hoge Vaart"""	Epipalaeolithic	nd	hearth-pit	nd	52,4445	5,4979	14C	6540	70	Peeters 2007	151.600/481.200
12890	UtC-4620	5709	47	0	charcoal	nd	Netherlands	"Almere-""Hoge Vaart"""	Epipalaeolithic	nd	hearth-pit	nd	52,4445	5,4979	14C	6510	70	Peeters 2007	151.600/481.200
12891	UtC-4621	5710	50	0	charcoal	nd	Netherlands	"Almere-""Hoge Vaart"""	Epipalaeolithic	nd	hearth-pit	nd	52,4445	5,4979	14C	6510	70	Peeters 2007	151.600/481.200
12892	UtC-4622	5820	50	0	charcoal	nd	Netherlands	"Almere-""Hoge Vaart"""	Epipalaeolithic	nd	hearth-pit	nd	52,4445	5,4979	14C	6620	70	Peeters 2007	151.600/481.200
12893	UtC-4623	6112	45	0	charcoal	nd	Netherlands	"Almere-""Hoge Vaart"""	Epipalaeolithic	nd	hearth-pit	nd	52,4445	5,4979	14C	7020	90	Peeters 2007	151.600/481.200
12894	UtC-4624	5807	43	0	charcoal	nd	Netherlands	"Almere-""Hoge Vaart"""	Epipalaeolithic	nd	hearth-pit	nd	52,4445	5,4979	14C	6600	60	Peeters 2007	151.600/481.200
12895	UtC-4625	5808	45	0	charcoal	nd	Netherlands	"Almere-""Hoge Vaart"""	Epipalaeolithic	nd	hearth-pit	nd	52,4445	5,4979	14C	6610	60	Peeters 2007	151.600/481.200
12896	UtC-4626	5976	48	0	charcoal	nd	Netherlands	"Almere-""Hoge Vaart"""	Epipalaeolithic	nd	hearth-pit	nd	52,4445	5,4979	14C	6810	60	Peeters 2007	151.600/481.200
12897	UtC-5706	6200	60	0	charcoal	nd	Netherlands	"Almere-""Hoge Vaart"""	Epipalaeolithic	nd	hearth-pit	nd	52,4445	5,4979	14C	7100	90	Peeters 2007	151.600/481.200
12898	UtC-5707	6208	47	0	charcoal	nd	Netherlands	"Almere-""Hoge Vaart"""	Epipalaeolithic	nd	hearth-pit	nd	52,4445	5,4979	14C	7110	80	Peeters 2007	151.600/481.200
12899	UtC-5708	6135	49	0	charcoal	nd	Netherlands	"Almere-""Hoge Vaart"""	Epipalaeolithic	nd	hearth-pit	nd	52,4445	5,4979	14C	7040	80	Peeters 2007	151.600/481.200
12900	UtC-5709	7800	60	0	charcoal	nd	Netherlands	"Almere-""Hoge Vaart"""	Epipalaeolithic	nd	hearth-pit	nd	52,4445	5,4979	14C	8580	80	Peeters 2007	151.600/481.200
12901	UtC-5710	5742	47	0	wood 	nd	Netherlands	"Almere-""Hoge Vaart"""	Epipalaeolithic	nd	creek fill (wet context)	nd	52,4445	5,4979	14C	6540	70	Peeters 2007	151.600/481.200
12902	UtC-5711	5714	49	0	wood  	fraxinus	Netherlands	"Almere-""Hoge Vaart"""	Epipalaeolithic	nd	creek fill (wet context)	nd	52,4445	5,4979	14C	6520	70	Peeters 2007	151.600/481.200
12903	UtC-5712	5729	46	0	wood 	fraxinus	Netherlands	"Almere-""Hoge Vaart"""	Epipalaeolithic	nd	creek fill (wet context)	nd	52,4445	5,4979	14C	6530	70	Peeters 2007	151.600/481.200
12904	UtC-5713	5361	48	0	wood	nd	Netherlands	"Almere-""Hoge Vaart"""	Epipalaeolithic	nd	fish weir 1	nd	52,4445	5,4979	14C	6140	100	Peeters 2007	151.600/481.200
12905	UtC-5714	5346	49	0	wood	nd	Netherlands	"Almere-""Hoge Vaart"""	Epipalaeolithic	nd	fish weir 2	nd	52,4445	5,4979	14C	6130	90	Peeters 2007	151.600/481.200
12906	GrN-28888	8000	50	0	charcoal	nd	Netherlands	"Almere-Hout ""Zwaanpad"""	Epipalaeolithic	nd	nd	nd	52,3219	5,2066	14C	8860	100	Niekus 2005/2006	
12907	GrN-28889	8580	60	0	charcoal	nd	Netherlands	"Almere-Hout ""Zwaanpad"""	Epipalaeolithic	nd	nd	nd	52,3219	5,2066	14C	9570	60	Niekus 2005/2006	
12908	GrN-29008	8130	60	0	charcoal	hazelnut	Netherlands	"Almere-Hout ""Zwaanpad"""	Epipalaeolithic	nd	nd	nd	52,3219	5,2066	14C	9100	80	Niekus 2005/2006	
12909	UtC-12794	7930	50	0	charcoal	nd	Netherlands	"Almere-Hout ""Zwaanpad"""	Epipalaeolithic	nd	nd	nd	52,3219	5,2066	14C	8800	130	Niekus 2005/2006	
12910	UtC-12799	7260	50	0	charcoal	nd	Netherlands	"Almere-Hout ""Zwaanpad"""	Epipalaeolithic	nd	nd	nd	52,3219	5,2066	14C	8080	60	Niekus 2005/2006	
12911	UtC-12800	7910	50	0	charcoal	nd	Netherlands	"Almere-Hout ""Zwaanpad"""	Epipalaeolithic	nd	nd	nd	52,3219	5,2066	14C	8780	130	Niekus 2005/2006	
12912	UtC-12801	7810	60	0	charcoal	nd	Netherlands	"Almere-Hout ""Zwaanpad"""	Epipalaeolithic	nd	nd	nd	52,3219	5,2066	14C	8600	80	Niekus 2005/2006	
12913	UtC-13403	8700	76	0	charcoal	hazelnut	Netherlands	Almere-Zenit 	Epipalaeolithic	nd	nd	nd	52,355	5,2296	14C	9710	120	Niekus 2005/2006	
12914	UtC-13404	8890	50	0	charcoal	hazelnut	Netherlands	Almere-Zenit 	Epipalaeolithic	nd	nd	nd	52,355	5,2296	14C	10020	110	Niekus 2005/2006	
12915	GrN-19258	8065	50	0	charcoal	nd	Netherlands	Amersfoort	nd	nd	nd	nd	52,1566	5,3888	14C	8940	110	Lanting & van der Plicht 1997/1998	
12916	GrN-19260	9040	30	0	charcoal	nd	Netherlands	Amersfoort	nd	nd	nd	nd	52,1566	5,3888	14C	10210	20	Lanting & van der Plicht 1997/1998	
12917	GrN-2370	4145	100	0	charcoal	nd	Netherlands	Angelslo	Neolithic	Trichterbecher-West Group	Brindley 7	Brindley 8	52,7817	6,9167	14C	4660	130	Lanting/Mook 1977, 78; Brindley 1986, 105.	
12918	GrN-4200	4415	65	0	charcoal	nd	Netherlands	Angelslo	Neolithic	Trichterbecher-West Group	Brindley 7	Brindley 8	52,7817	6,9167	14C	5060	150	Lanting/Mook 1977, 78; Brindley 1986, 105.	
12919	GrN-4201	4380	75	0	charcoal	nd	Netherlands	Angelslo	Neolithic	Trichterbecher-West Group	Brindley 7	Brindley 8	52,7817	6,9167	14C	5030	140	Lanting/Mook 1977, 78; Brindley 1986, 105.	
12920	GrN-5070	4100	30	0	charcoal	nd	Netherlands	Angelslo	Neolithic	Trichterbecher-West Group	Brindley 6/7	Brindley 6/8	52,7817	6,9167	14C	4660	110	Lanting/Mook 1977, 79; Brindley 1986, 105.	
12921	GrN-5071	4100	30	0	charcoal	nd	Netherlands	Angelslo	Neolithic	Single Grave	1a	1a	52,7817	6,9167	14C	4660	110	Lanting/Mook 1977, 79; Brindley 1986, 105.	
12922	GrN-5103	4355	45	0	charcoal	nd	Netherlands	Angelslo	Neolithic	Trichterbecher-West Group	Brindley 4	Brindley 5	52,7817	6,9167	14C	4930	60	Lanting/Mook 1977, 78; Brindley 1986, 105.	
12923	GrN-5176	3640	30	0	charcoal	nd	Netherlands	Angelslo	nd	Frühbronzezeit	nd	nd	0	0	14C	3970	60	Lanting and Mook 1977, 97	--
12924	GrN-5187	3485	35	0	charcoal	nd	Netherlands	Angelslo	Bronze Age	Stacheldrahtkeramik	nd	Stacheldrahtkeramik	52,7817	6,9167	14C	3760	50	Lanting/Mook 1977, 97.	
12925	GrN-5767	4315	60	0	charcoal	nd	Netherlands	Angelslo	Neolithic	Trichterbecher-West Group	Brindley 7	Brindley 8	52,7817	6,9167	14C	4910	70	Lanting/Mook 1977, 78; Brindley 1986, 105.	
12926	GrN-6644	4160	30	0	charcoal	nd	Netherlands	Angelslo	Neolithic	Single Grave	1e	2e	52,7817	6,9167	14C	4710	80	Lanting/Mook 1977, 86.	
12927	GrN-1824	4420	55	0	charcoal	nd	Netherlands	Anlo	Neolithic	Trichterbecher-West Group	Brindley 5	Brindley 6	53,0361	6,7189	14C	5060	140	Lanting/Mook 1977, 78; Brindley 1986, 105.	
12928	GrN-1855	4420	75	0	charcoal	nd	Netherlands	Anlo	Neolithic	Single Grave	1a	1a	53,0361	6,7189	14C	5070	150	Lanting/Mook 1977, 84.	
12929	GrN-1965	4195	70	0	charcoal	nd	Netherlands	Anlo	Neolithic	All Over Ornamented Beaker	nd	nd	53,0361	6,7189	14C	4710	100	Lanting/Mook 1977, 89.	
12930	GrN-1969	8770	80	0	charcoal	nd	Netherlands	Anlo	Epipalaeolithic	nd	nd	nd	53,0361	6,7189	14C	9830	180	Groningen IV	
12931	GrN-1970	8785	95	0	charcoal	nd	Netherlands	Anlo	Epipalaeolithic	nd	nd	nd	53,0361	6,7189	14C	9860	200	Groningen IV	
12932	GrN-1976	3965	50	0	charcoal	nd	Netherlands	Anlo	Neolithic	All Over Ornamented Beaker	nd	nd	53,0361	6,7189	14C	4420	80	Lanting/Mook 1977, 87.	
12933	GrN-1977	3595	85	0	charcoal	nd	Netherlands	Anlo	Bronze Age	Frühbronzezeit	Stacheldrahtkeramik?	Stacheldrahtkeramik?	53,0361	6,7189	14C	3900	130	Lanting/Mook 1977, 98.	
12934	GrN-1980	9205	70	0	charcoal	nd	Netherlands	Anlo	Epipalaeolithic	nd	nd	nd	53,0361	6,7189	14C	10380	100	Groningen IV	
12935	GrN-851	4140	70	0	charcoal	nd	Netherlands	Anlo	Neolithic	All Over Ornamented Beaker	nd	nd	53,0361	6,7189	14C	4670	110	Lanting/Mook 1977, 87.	
12936	GrN-852	3620	65	0	charcoal	nd	Netherlands	Anlo	Bronze Age	Stacheldrahtkeramik	Stacheldrahtkeramik	Stacheldrahtkeramik	53,0361	6,7189	14C	3950	90	Lanting/Mook 1977, 97.	
12937	GrN-6643	3870	35	0	charcoal	nd	Netherlands	Annertol	Neolithic	Glockenbecher	Epi-maritimer Typ	Epi-maritimer Typ	0	0	14C	4310	70	Lanting/Mook 1977, 90.	
12938	OxA-1942	8330	90	-21	bone	nd	Netherlands	Archem	Epipalaeolithic	nd	nd	nd	52,4666	6,45	14C	9310	120	Oxford Datelist	
12939	GrN-29546	8530	60	0	charcoal	nd	Netherlands	Bantega	Epipalaeolithic	nd	nd	nd	52,8084	5,7536	14C	9510	30	Niekus 2005/2006	
12940	GrN-29547	9080	60	0	charcoal	nd	Netherlands	Bantega	Epipalaeolithic	nd	nd	nd	52,8084	5,7536	14C	10260	60	Niekus 2005/2006	
12941	GrN-15309	7110	30	0	 nd	nd	Netherlands	Be-45	Epipalaeolithic	nd	nd	nd	0	0	14C	7940	40	Lanting/vanderPlicht 1997/1998	
12942	GrN-15310	7620	60	0	 nd	nd	Netherlands	Be-52	Epipalaeolithic	nd	nd	nd	0	0	14C	8440	60	Lanting/vanderPlicht 1997/1998	
12943	GrN-2418	6660	90	0	charcoal	nd	Netherlands	Beerzer Belten I	nd	nd	nd	nd	0	0	14C	7540	70	Lanting & van der Plicht 1997/1998	
12944	GrN-4057	8480	90	0	charcoal	nd	Netherlands	Beerzer Belten II	nd	nd	nd	nd	0	0	14C	9460	80	Lanting & van der Plicht 1997/1998	
12945	GrN-326	3865	180	0	charcoal	nd	Netherlands	Bennekom	Neolithic	Glockenbecher	Typ Veluwe 2Ie	Typ Veluwe 2Ie	51,9978	5,6755	14C	4280	260	Lanting/Mook 1977, 91.	
12946	GrN-6155	3820	35	0	charcoal	nd	Netherlands	Bennekom	Neolithic	Glockenbecher	Typ Veluwe 2Ie	Typ Veluwe 2Ie	51,9978	5,6755	14C	4220	60	Lanting/Mook 1977, 91.	
12947	GrN-18971	6240	50	0	charcoal	nd	Netherlands	Bergstoep	nd	nd	nd	nd	0	0	14C	7140	90	Lanting & van der Plicht 1997/1998	
12948	GrN-6845	8010	75	0	 nd	nd	Netherlands	Bergumermeer S-64A	Epipalaeolithic	nd	nd	nd	53,1657	6,0081	14C	8860	120	Lanting/vanderPlicht 1997/1998	
12949	GrN-6846	4730	60	0	 nd	nd	Netherlands	Bergumermeer S-64A	Epipalaeolithic	nd	nd	nd	53,1657	6,0081	14C	5460	100	Lanting/vanderPlicht 1997/1998	
12950	GrN-11998	6320	120	0	 nd	nd	Netherlands	Bergumermeer S64-B	Epipalaeolithic	nd	nd	nd	53,1657	6,0081	14C	7220	150	Lanting/vanderPlicht 1997/1998	
12951	GrN-11999	4980	110	0	 nd	nd	Netherlands	Bergumermeer S64-B	Epipalaeolithic	nd	nd	nd	53,1657	6,0081	14C	5740	120	Lanting/vanderPlicht 1997/1998	
12952	GrN-12000	6860	70	0	 nd	nd	Netherlands	Bergumermeer S64-B	Epipalaeolithic	nd	nd	nd	53,1657	6,0081	14C	7710	70	Lanting/vanderPlicht 1997/1998	
12953	GrN-14884	6710	90	0	 nd	nd	Netherlands	Bergumermeer S64-B	Epipalaeolithic	nd	nd	nd	53,1657	6,0081	14C	7570	70	Lanting/vanderPlicht 1997/1998	
12954	GrN-14885	6720	140	0	 nd	nd	Netherlands	Bergumermeer S64-B	Epipalaeolithic	nd	nd	nd	53,1657	6,0081	14C	7600	120	Lanting/vanderPlicht 1997/1998	
12955	GrN-14886	7310	60	0	 nd	nd	Netherlands	Bergumermeer S64-B	Epipalaeolithic	nd	nd	nd	53,1657	6,0081	14C	8110	70	Lanting/vanderPlicht 1997/1998	
12956	GrN-14889	7700	500	0	 nd	nd	Netherlands	Bergumermeer S64-B	Epipalaeolithic	nd	nd	nd	53,1657	6,0081	14C	8630	550	Lanting/vanderPlicht 1997/1998	
12957	GrN-14890	6870	240	0	 nd	nd	Netherlands	Bergumermeer S64-B	Epipalaeolithic	nd	nd	nd	53,1657	6,0081	14C	7730	210	Lanting/vanderPlicht 1997/1998	
12958	GrN-14891	6600	150	0	 nd	nd	Netherlands	Bergumermeer S64-B	Epipalaeolithic	nd	nd	nd	53,1657	6,0081	14C	7480	130	Lanting/vanderPlicht 1997/1998	
12959	GrN-6843	7090	30	0	 nd	nd	Netherlands	Bergumermeer S64-B	Epipalaeolithic	nd	nd	nd	53,1657	6,0081	14C	7910	40	Lanting/vanderPlicht 1997/1998	
12960	GrN-6843	7035	45	0	charcoal	nd	Netherlands	Bergumermeer S64-B	Epipalaeolithic	nd	nd	nd	53,1657	6,0081	14C	7870	50	Niekus 2005/2006	
12961	GrN-7927	7175	35	0	charcoal	nd	Netherlands	Bergumermeer S64-B	Epipalaeolithic	nd	nd	nd	53,1657	6,0081	14C	7990	30	Niekus 2005/2006	
12962	GrN-8227	6870	90	0	 nd	nd	Netherlands	Bergumermeer S64-B	Epipalaeolithic	nd	nd	nd	53,1657	6,0081	14C	7720	90	Lanting/vanderPlicht 1997/1998	
12963	GrN-8228	6630	110	0	 nd	nd	Netherlands	Bergumermeer S64-B	Epipalaeolithic	nd	nd	nd	53,1657	6,0081	14C	7520	80	Lanting/vanderPlicht 1997/1998	
